,Quarter,year,id_project,category,ESRR,SPR,REGION,SECTOR,Sector_1,Region_1,Operation_Type,Stage,Approval
1981,Q2 2020,2020,US-L9487,A,4.High,Satisfactory,NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,06/01/2020
1982,Q2 2020,2020,US-L9490,B13,3.Substantial,Satisfactory,NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/12/2013
1983,Q2 2020,2020,US-L9492,B,3.Substantial,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,10/03/2011
1984,Q2 2020,2020,#¡REF!,B,4.High,Partially Satisfactory,NAC,CSD,,,,,
1985,Q2 2020,2020,US-L9494,B,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,09/29/10
1986,Q2 2020,2020,US-L9495,B,2.Moderate,{Not Set},NAC,INE,SCL,NAC,Loan Operation,Operation in Disbursing,11/17/10
1987,Q2 2020,2020,#¡REF!,B,2.Moderate,Satisfactory,NAC,SCL,,,,,
1988,Q2 2020,2020,US-L9497,B,3.Substantial,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,10/03/2011
1989,Q2 2020,2020,US-L9498,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/07/2011
1990,Q2 2020,2020,US-L9499,C,1.Low,{Not Set},NAC,IFD,INE,NAC,Loan Operation,Operation in Disbursing,12/16/13
1991,Q2 2020,2020,US-L9499A,A,4.High,Satisfactory,NAC,CSD,,,,,
1992,Q2 2020,2020,#¡REF!,B,2.Moderate,{Not Set},NAC,INE,,,,,
1993,Q2 2020,2020,US-L9500,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Fully Disbursed,05/15/13
1994,Q2 2020,2020,US-L9502,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/26/14
1995,Q2 2020,2020,US-L9503,B13,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/03/2014
1996,Q2 2020,2020,US-L9508,A,4.High,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/26/14
1997,Q2 2020,2020,US-L9509,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,09/21/15
1998,Q2 2020,2020,US-L9520,B13,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,11/26/14
1999,Q2 2020,2020,US-L9524,B,4.High,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,12/07/2015
2000,Q2 2020,2020,US-L9525,C,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/02/2015
2001,Q2 2020,2020,US-L9526,B,3.Substantial,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,12/11/2015
2002,Q2 2020,2020,US-L9527,C,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,02/25/16
2003,Q2 2020,2020,US-L9528,C,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/05/2016
2004,Q2 2020,2020,US-L9529,C,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,12/12/2016
2005,Q2 2020,2020,#¡REF!,B13,1.Low,{Not Set},NAC,IFD,,,,,
2006,Q2 2020,2020,US-L9532,B,3.Substantial,{Not Set},NAC,INE,INE,NAC,Loan Operation,Operation in Disbursing,11/22/17
2007,Q2 2020,2020,US-L9533,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/26/18
2008,Q2 2020,2020,US-L9534,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/01/2017
2009,Q2 2020,2020,US-L9536,B,2.Moderate,{Not Set},NAC,INE,INE,NAC,Loan Operation,Fully Disbursed,11/14/18
2010,Q2 2020,2020,US-L9596,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,03/05/2020
2011,Q2 2020,2020,US-L9597,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,11/27/19
2012,Q2 2020,2020,US-L9598,C,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Fully Disbursed,10/16/20
2013,Q2 2020,2020,US-L9599,B,2.Moderate,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,09/25/19
2014,Q2 2020,2020,#¡REF!,C,1.Low,{Not Set},NAC,IFD,,,,,
2015,Q2 2020,2020,US-L9960,B,3.Substantial,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation Closed,05/15/20
2016,Q2 2020,2020,US-L9976,B,4.High,Unsatisfactory,NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,05/15/20
2017,Q2 2020,2020,US-L9997,B,3.Substantial,Partially Satisfactory,NAC,CSD,CSD,NAC,Loan Operation,Fully Disbursed,10/13/15
2018,Q2 2020,2020,ZN-L9029,C,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/12/2018
2019,Q2 2020,2020,ZN-L9033,B,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/13/19
2020,Q2 2020,2020,ZN-L9097,C,2.Moderate,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,10/24/12
2021,Q3 2020,2020,BA-G9002,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,07/29/15
2022,Q3 2020,2020,BA-L9025,A,3.Substantial,Satisfactory,CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,02/03/2014
2023,Q3 2020,2020,BA-L9032,C,1.Low,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,11/28/12
2024,Q3 2020,2020,BA-L9033,B,3.Substantial,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,11/02/2011
2025,Q3 2020,2020,BA-L9034,B13,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Fully Disbursed,01/11/2011
2026,Q3 2020,2020,BA-L9035,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,07/07/2010
2027,Q3 2020,2020,BA-L9043,B,2.Moderate,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,07/23/14
2028,Q3 2020,2020,BA-L9046,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Fully Disbursed,11/30/11
2029,Q3 2020,2020,BA-L9092,B,2.Moderate,Satisfactory,CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,10/30/13
2030,Q3 2020,2020,BA-L9094,B,2.Moderate,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,03/27/13
2031,Q3 2020,2020,BA-X9003,A,3.Substantial,Satisfactory,CAR,INE,INE,CAR,Investment Grants,Operation in Disbursing,11/26/12
2032,Q3 2020,2020,BH-L9033,C,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,11/13/13
2033,Q3 2020,2020,BH-L9035,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/14/14
2034,Q3 2020,2020,BH-L9037,C,2.Moderate,{Not Set},CAR,SCL,SCL,CAR,Loan Operation,Operation in Disbursing,09/12/2013
2035,Q3 2020,2020,BH-L9043,B,2.Moderate,{Not Set},CAR,CSD,CSD,CAR,Loan Operation,Operation in Disbursing,07/23/14
2036,Q3 2020,2020,BH-L9045,C,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,04/23/15
2037,Q3 2020,2020,BH-L9046,B13,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,05/14/15
2038,Q3 2020,2020,BH-L9048,B,3.Substantial,{Not Set},CAR,INE,INE,CAR,Loan Operation,Operation in Disbursing,05/07/2015
2039,Q3 2020,2020,BH-L9049,B13,1.Low,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Operation in Disbursing,06/25/15
2040,Q3 2020,2020,#¡REF!,B,3.Substantial,Satisfactory,CAR,INE,,,,,
2041,Q3 2020,2020,BH-L9050,B13,2.Moderate,{Not Set},CAR,IFD,IFD,CAR,Loan Operation,Fully Disbursed,06/22/20
2042,Q3 2020,2020,BL-G9003,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,09/28/16
2043,Q3 2020,2020,BL-G9004,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,12/05/2016
2044,Q3 2020,2020,BL-L9020,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,12/12/2016
2045,Q3 2020,2020,BL-L9028,B,3.Substantial,Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,04/07/2017
2046,Q3 2020,2020,BL-L9029,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,07/12/2017
2047,Q3 2020,2020,#¡REF!,B,2.Moderate,Partially Satisfactory,AAN,INE,,,,,
2048,Q3 2020,2020,BL-L9030,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,08/29/17
2049,Q3 2020,2020,BL-L9034,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,01/29/20
2050,Q3 2020,2020,BL-L9039,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,08/02/2017
2051,Q3 2020,2020,BL-L9099,B,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/08/2017
2052,Q3 2020,2020,BO-G9004,A,4.High,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Investment Grants,Operation in Disbursing,12/01/2017
2053,Q3 2020,2020,BO-L9063,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,07/26/18
2054,Q3 2020,2020,BO-L9067,B,3.Substantial,Partially Satisfactory,LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,03/12/2018
2055,Q3 2020,2020,BO-L9073,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,02/28/19
2056,Q3 2020,2020,BO-L9075,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/02/2019
2057,Q3 2020,2020,BO-L9076,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,06/12/2019
2058,Q3 2020,2020,BO-L9078,B,3.Substantial,Partially Satisfactory,LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,05/03/2019
2059,Q3 2020,2020,BO-L9079,B,2.Moderate,Satisfactory,LATAM,INE,SCL,LATAM,Loan Operation,Operation in Disbursing,11/02/2018
2060,Q3 2020,2020,#¡REF!,B,2.Moderate,{Not Set},LATAM,SCL,,,,,
2061,Q3 2020,2020,BO-L9080,A,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,06/14/19
2062,Q3 2020,2020,BO-L9082,B,3.Substantial,Satisfactory,LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,07/31/19
2063,Q3 2020,2020,BO-L9087,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/31/19
2064,Q3 2020,2020,BO-L9095,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,05/18/20
2065,Q3 2020,2020,BO-L9096,C,2.Moderate,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Fully Disbursed,07/29/20
2066,Q3 2020,2020,BO-L9296,C,2.Moderate,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,08/05/2020
2067,Q3 2020,2020,BO-L9297,B13,2.Moderate,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,12/09/2020
2068,Q3 2020,2020,BO-L9902,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/07/2016
2069,Q3 2020,2020,BO-L9906,B,3.Substantial,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,12/08/2010
2070,Q3 2020,2020,BO-L9909,B13,4.High,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,06/25/12
2071,Q3 2020,2020,BO-L9929,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,09/21/15
2072,Q3 2020,2020,BO-L9979,B,2.Moderate,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,10/25/17
2073,Q3 2020,2020,BO-L9982,B,3.Substantial,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,12/15/14
2074,Q3 2020,2020,BO-L9984,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/18/15
2075,Q3 2020,2020,BO-L9986,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,09/20/19
2076,Q3 2020,2020,BO-L9988,B,3.Substantial,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,11/27/19
2077,Q3 2020,2020,BO-L9990,B,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/02/2020
2078,Q3 2020,2020,BO-L9992,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/16/20
2079,Q3 2020,2020,BO-L9993,A,4.High,Unsatisfactory,LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,06/25/12
2080,Q3 2020,2020,BO-L9994,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/07/2015
2081,Q3 2020,2020,BO-L9997,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/19/14
2082,Q3 2020,2020,BO-L9998,B,3.Substantial,Partially Satisfactory,LATAM,SCL,INE,LATAM,Loan Operation,Operation in Disbursing,11/02/2016
2083,Q3 2020,2020,#¡REF!,B,3.Substantial,Partially Satisfactory,LATAM,INE,,,,,
2084,Q3 2020,2020,BO-L9999,B,3.Substantial,Satisfactory,LATAM,INE,IFD,LATAM,Loan Operation,Operation in Disbursing,11/08/2017
2085,Q3 2020,2020,BO-X9092,B,4.High,Partially Satisfactory,LATAM,CSD,CSD,LATAM,Investment Grants,Operation in Disbursing,09/11/2019
2086,Q3 2020,2020,CH-L9084,B,2.Moderate,{Not Set},NAC,CSD,CSD,NAC,Loan Operation,Operation in Disbursing,03/14/19
2087,Q3 2020,2020,CH-L9085,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,10/27/20
2088,Q3 2020,2020,CH-L9089,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Fully Disbursed,11/19/14
2089,Q3 2020,2020,CH-L9095,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation Closed,10/21/15
2090,Q3 2020,2020,CH-L9098,B13,2.Moderate,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Fully Disbursed,05/25/16
2091,Q3 2020,2020,CH-L9905,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation Closed,12/06/2017
2092,Q3 2020,2020,CH-L9938,C,1.Low,{Not Set},NAC,INT,INT,NAC,Loan Operation,Operation in Disbursing,06/07/2019
2093,Q3 2020,2020,CH-L9942,C,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,07/30/19
2094,Q3 2020,2020,CH-L9945,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,06/19/20
2095,Q3 2020,2020,CH-L9948,B13,1.Low,{Not Set},NAC,IFD,IFD,NAC,Loan Operation,Operation in Disbursing,12/02/2015
2096,Q3 2020,2020,CH-L9949,B13,1.Low,{Not Set},NAC,SCL,SCL,NAC,Loan Operation,Operation in Disbursing,10/27/20
2097,Q3 2020,2020,CH-X9007,C,2.Moderate,{Not Set},NAC,INE,INE,NAC,Investment Grants,Operation in Disbursing,11/02/2011
2098,Q3 2020,2020,CR-G9006,C,1.Low,{Not Set},AAN,INT,INT,AAN,Investment Grants,Operation in Disbursing,12/05/2012
2099,Q3 2020,2020,CR-J0009,,0.Not Rated,{Not Set},AAN,SCL,SCL,AAN,Grant Financing Product,Operation in Disbursing,06/19/20
2100,Q3 2020,2020,CR-L9024,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,06/26/13
2101,Q3 2020,2020,CR-L9032,B,4.High,Partially Unsatisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/01/2012
2102,Q3 2020,2020,CR-L9043,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/02/2015
2103,Q3 2020,2020,CR-L9049,A,3.Substantial,Partially Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation Closed,02/12/2014
2104,Q3 2020,2020,CR-L9053,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/27/13
2105,Q3 2020,2020,CR-L9065,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,12/11/2014
2106,Q3 2020,2020,CR-L9066,B,3.Substantial,Partially Satisfactory,AAN,INT,INT,AAN,Loan Operation,Operation in Disbursing,09/16/15
2107,Q3 2020,2020,CR-L9070,A,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,09/09/2015
2108,Q3 2020,2020,CR-L9937,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,09/21/15
2109,Q3 2020,2020,CR-L9939,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,06/30/16
2110,Q3 2020,2020,CR-L9943,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,05/29/20
2111,Q3 2020,2020,CR-L9944,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/22/20
2112,Q3 2020,2020,CR-X9009,B,3.Substantial,Satisfactory,AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,09/07/2016
2113,Q3 2020,2020,DR-G0002,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/30/16
2114,Q3 2020,2020,DR-L9049,B,1.Low,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,11/15/17
2115,Q3 2020,2020,DR-L9053,B,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/22/17
2116,Q3 2020,2020,DR-L9057,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,10/24/18
2117,Q3 2020,2020,DR-L9067,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,09/26/18
2118,Q3 2020,2020,DR-L9068,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,05/29/20
2119,Q3 2020,2020,DR-L9069,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Fully Disbursed,07/22/20
2120,Q3 2020,2020,DR-L9080,B,3.Substantial,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,07/31/14
2121,Q3 2020,2020,DR-L9084,B,3.Substantial,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,03/12/2018
2122,Q3 2020,2020,DR-L9922,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,06/27/13
2123,Q3 2020,2020,DR-L9927,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Loan Operation,Operation in Disbursing,11/07/2012
2124,Q3 2020,2020,DR-L9928,B,3.Substantial,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,05/01/2014
2125,Q3 2020,2020,DR-L9932,B13,1.Low,{Not Set},AAN,INE,INE,AAN,Loan Operation,Operation in Disbursing,03/10/2010
2126,Q3 2020,2020,DR-L9934,B13,4.High,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,10/24/13
2127,Q3 2020,2020,DR-L9935,B,4.High,Partially Satisfactory,AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,06/25/12
2128,Q3 2020,2020,DR-L9937,B,2.Moderate,{Not Set},AAN,CSD,CSD,AAN,Loan Operation,Operation in Disbursing,11/23/11
2129,Q3 2020,2020,DR-L9944,B13,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Fully Disbursed,12/16/20
2130,Q3 2020,2020,DR-L9945,B13,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,01/15/20
2131,Q3 2020,2020,DR-L9997,C,1.Low,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,02/27/13
2132,Q3 2020,2020,DR-X9005,B,2.Moderate,{Not Set},AAN,INE,INE,AAN,Investment Grants,Operation in Disbursing,12/12/2012
2133,Q3 2020,2020,EC-G9009,C,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Investment Grants,Operation in Disbursing,05/01/2013
2134,Q3 2020,2020,EC-J0006,,0.Not Rated,{Not Set},LATAM,SCL,SCL,LATAM,Grant Financing Product,Operation in Disbursing,01/15/20
2135,Q3 2020,2020,EC-L9223,B,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,07/24/13
2136,Q3 2020,2020,EC-L9227,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,07/03/2014
2137,Q3 2020,2020,EC-L9229,C,1.Low,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,12/15/14
2138,Q3 2020,2020,EC-L9230,B13,3.Substantial,Partially Satisfactory,LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,10/22/14
2139,Q3 2020,2020,EC-L9235,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,12/16/13
2140,Q3 2020,2020,EC-L9236,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,12/13/13
2141,Q3 2020,2020,EC-L9239,B,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/15/14
2142,Q3 2020,2020,EC-L9242,B,3.Substantial,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,05/31/13
2143,Q3 2020,2020,EC-L9243,C,1.Low,{Not Set},LATAM,INT,INT,LATAM,Loan Operation,Operation in Disbursing,09/17/14
2144,Q3 2020,2020,EC-L9245,B13,2.Moderate,{Not Set},LATAM,CSD,CSD,LATAM,Loan Operation,Operation in Disbursing,07/30/14
2145,Q3 2020,2020,EC-L9248,B,2.Moderate,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/16/14
2146,Q3 2020,2020,EC-L9249,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,09/03/2014
2147,Q3 2020,2020,EC-L9250,C,2.Moderate,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,07/27/16
2148,Q3 2020,2020,EC-L9252,B13,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,12/17/14
2149,Q3 2020,2020,EC-L9257,B13,3.Substantial,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/17/14
2150,Q3 2020,2020,EC-L9258,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,07/13/16
2151,Q3 2020,2020,EC-L9259,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,01/09/2019
2152,Q3 2020,2020,EC-L9269,B13,2.Moderate,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,12/16/20
2153,Q3 2020,2020,EC-L9270,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,11/18/20
2154,Q3 2020,2020,EC-L9299,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,10/26/18
2155,Q3 2020,2020,EC-L9920,C,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Loan Operation,Operation in Disbursing,09/21/17
2156,Q3 2020,2020,EC-L9922,B,1.Low,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/13/17
2157,Q3 2020,2020,EC-L9924,A,3.Substantial,Partially Unsatisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,09/27/17
2158,Q3 2020,2020,EC-L9925,B,2.Moderate,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/01/2017
2159,Q3 2020,2020,EC-L9929,B,2.Moderate,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,11/22/17
2160,Q3 2020,2020,EC-L9947,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,09/28/18
2161,Q3 2020,2020,EC-L9955,C,1.Low,{Not Set},LATAM,SCL,SCL,LATAM,Loan Operation,Operation in Disbursing,12/15/17
2162,Q3 2020,2020,EC-L9960,B,1.Low,{Not Set},LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/15/17
2163,Q3 2020,2020,EC-L9992,B,2.Moderate,Partially Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,12/15/17
2164,Q3 2020,2020,EC-L9996,B,1.Low,{Not Set},LATAM,INT,INT,LATAM,Loan Operation,Fully Disbursed,12/08/2017
2165,Q3 2020,2020,EC-L9997,B,3.Substantial,Satisfactory,LATAM,INE,INE,LATAM,Loan Operation,Operation in Disbursing,11/28/18
2166,Q3 2020,2020,EC-L9999,C,1.Low,{Not Set},LATAM,IFD,INE,LATAM,Loan Operation,Operation in Disbursing,08/30/18
2167,Q3 2020,2020,#¡REF!,A,3.Substantial,Partially Unsatisfactory,LATAM,INE,,,,,
2168,Q3 2020,2020,EC-U0009,B13,1.Low,{Not Set},LATAM,IFD,IFD,LATAM,Grant Financing Product,Operation in Disbursing,01/23/19
2169,Q3 2020,2020,ES-G9003,C,1.Low,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Fully Disbursed,10/24/18
2170,Q3 2020,2020,ES-G9004,C,2.Moderate,{Not Set},AAN,SCL,SCL,AAN,Investment Grants,Operation in Disbursing,11/14/18
2171,Q3 2020,2020,ES-L9025,B,2.Moderate,{Not Set},AAN,IFD,IFD,AAN,Loan Operation,Operation in Disbursing,12/16/20
